booking_id,package_id,user_id,booking_date,travel_date,lead_time_days,group_size,final_price_paid
BKG01994,PKG0020,USR0338,2024-02-13,2024-02-28,15,2,57310
BKG01995,PKG0055,USR0370,2024-01-21,2024-02-05,15,2,38450
BKG01996,PKG0037,USR0029,2024-03-26,2024-04-25,30,4,149780
BKG01997,PKG0040,USR0161,2024-03-06,2024-03-26,20,4,72940
BKG01998,PKG0001,USR0209,2024-04-02,2024-05-17,45,6,273780
BKG01999,PKG0060,USR0204,2024-05-23,2024-06-07,15,2,13330
BKG02000,PKG0025,USR0121,2025-05-27,2025-06-01,5,2,27210
BKG02001,PKG0008,USR0062,2025-08-17,2025-08-27,10,4,169270
BKG02002,PKG0018,USR0397,2024-09-14,2024-09-16,2,5,88440
BKG02003,PKG0043,USR0255,2024-08-31,2024-11-29,90,2,62150
BKG02004,PKG0046,USR0308,2024-11-16,2024-12-16,30,8,244220
BKG02005,PKG0010,USR0169,2025-02-03,2025-03-20,45,2,28880
BKG02006,PKG0010,USR0384,2025-03-09,2025-04-23,45,5,92150
BKG02007,PKG0023,USR0112,2024-06-28,2024-07-18,20,4,288910
BKG02008,PKG0033,USR0110,2025-03-26,2025-04-10,15,5,160670
BKG02009,PKG0004,USR0210,2025-08-26,2025-09-05,10,3,24660
BKG02010,PKG0034,USR0029,2025-01-18,2025-07-17,180,6,177020
BKG02011,PKG0037,USR0359,2024-11-20,2025-01-04,45,6,248250
BKG02012,PKG0056,USR0280,2024-09-09,2024-09-24,15,3,113570
BKG02013,PKG0006,USR0143,2024-05-28,2024-09-25,120,4,38510
BKG02014,PKG0054,USR0186,2025-01-11,2025-02-10,30,4,73380
BKG02015,PKG0011,USR0158,2025-09-12,2025-10-02,20,1,42020
BKG02016,PKG0056,USR0018,2024-02-25,2024-03-01,5,2,97860
BKG02017,PKG0048,USR0354,2024-09-02,2024-09-17,15,1,9660
BKG02018,PKG0034,USR0130,2024-11-12,2025-03-12,120,2,73810
BKG02019,PKG0035,USR0328,2025-01-06,2025-02-20,45,4,17010
BKG02020,PKG0027,USR0351,2024-08-30,2024-09-04,5,8,81540
BKG02021,PKG0022,USR0227,2025-02-06,2025-04-07,60,2,16020
BKG02022,PKG0031,USR0131,2024-08-29,2024-09-28,30,2,69150
BKG02023,PKG0057,USR0153,2024-06-13,2024-08-12,60,6,78740
BKG02024,PKG0051,USR0225,2025-02-20,2025-04-06,45,4,71830
BKG02025,PKG0054,USR0018,2024-03-23,2024-03-25,2,2,49890
BKG02026,PKG0042,USR0400,2025-04-27,2025-06-26,60,2,75230
BKG02027,PKG0040,USR0378,2024-12-06,2024-12-16,10,3,74060
BKG02028,PKG0036,USR0368,2024-04-12,2024-05-02,20,4,29730
BKG02029,PKG0057,USR0083,2025-06-02,2025-06-17,15,2,33730
BKG02030,PKG0033,USR0034,2025-09-08,2026-01-06,120,2,51400
BKG02031,PKG0009,USR0374,2024-11-30,2024-12-20,20,3,43360
BKG02032,PKG0015,USR0233,2024-02-23,2024-03-09,15,10,70870
BKG02033,PKG0018,USR0329,2025-03-30,2025-04-04,5,2,43880
BKG02034,PKG0050,USR0329,2025-02-14,2025-03-16,30,4,22040
BKG02035,PKG0012,USR0103,2024-11-17,2024-11-27,10,8,464060
BKG02036,PKG0047,USR0295,2024-06-10,2024-12-07,180,4,110440
BKG02037,PKG0055,USR0128,2024-05-13,2024-05-18,5,2,48960
BKG02038,PKG0016,USR0305,2024-11-23,2024-12-23,30,8,268790
BKG02039,PKG0056,USR0232,2024-05-16,2024-05-31,15,5,232650
BKG02040,PKG0052,USR0134,2025-08-30,2026-02-26,180,10,74500
BKG02041,PKG0018,USR0168,2024-07-22,2024-08-06,15,3,47020
BKG02042,PKG0050,USR0044,2024-07-05,2024-07-20,15,3,20790
BKG02043,PKG0002,USR0202,2025-08-07,2025-11-05,90,2,20410
BKG02044,PKG0021,USR0115,2024-01-24,2024-04-23,90,5,90750
BKG02045,PKG0039,USR0286,2024-08-22,2024-08-24,2,10,195130
BKG02046,PKG0051,USR0046,2024-07-22,2024-08-21,30,5,68790
BKG02047,PKG0026,USR0135,2024-06-21,2024-07-01,10,1,34400
BKG02048,PKG0051,USR0026,2025-03-15,2025-04-14,30,4,71110
BKG02049,PKG0059,USR0308,2024-04-01,2024-04-21,20,10,244620
BKG02050,PKG0049,USR0189,2025-08-03,2025-08-13,10,3,97260
BKG02051,PKG0047,USR0061,2025-06-22,2025-09-20,90,4,103600
BKG02052,PKG0034,USR0223,2025-04-09,2025-06-08,60,3,109220
BKG02053,PKG0011,USR0345,2024-08-17,2024-08-22,5,4,206150
BKG02054,PKG0023,USR0366,2024-09-29,2024-10-09,10,2,158390
BKG02055,PKG0059,USR0148,2025-01-26,2025-01-28,2,4,121060
BKG02056,PKG0048,USR0067,2024-07-30,2024-11-27,120,5,39270
BKG02057,PKG0059,USR0308,2024-10-16,2024-11-15,30,2,58340
BKG02058,PKG0031,USR0373,2025-03-04,2025-05-03,60,2,64210
BKG02059,PKG0043,USR0093,2024-05-29,2024-06-13,15,4,120260
BKG02060,PKG0048,USR0015,2024-09-25,2024-10-25,30,1,9120
BKG02061,PKG0008,USR0121,2024-09-11,2025-01-09,120,3,114870
BKG02062,PKG0004,USR0190,2025-04-14,2025-08-12,120,2,15780
BKG02063,PKG0012,USR0044,2024-05-16,2024-05-26,10,6,376540
BKG02064,PKG0028,USR0166,2025-02-11,2025-02-26,15,2,31440
BKG02065,PKG0054,USR0352,2025-01-27,2025-02-11,15,2,44120
BKG02066,PKG0006,USR0363,2025-09-03,2025-09-18,15,4,46370
BKG02067,PKG0008,USR0132,2025-07-24,2025-08-08,15,10,379300
BKG02068,PKG0042,USR0031,2024-08-28,2024-09-12,15,3,166770
BKG02069,PKG0056,USR0242,2025-09-12,2025-10-27,45,1,33710
BKG02070,PKG0004,USR0344,2025-09-04,2025-10-04,30,4,31980
BKG02071,PKG0018,USR0364,2024-02-16,2024-06-15,120,2,23550
BKG02072,PKG0017,USR0003,2025-09-26,2025-12-25,90,2,48350
BKG02073,PKG0059,USR0196,2025-02-08,2025-06-08,120,10,193830
BKG02074,PKG0043,USR0344,2025-07-26,2025-11-23,120,4,99390
BKG02075,PKG0042,USR0022,2024-09-23,2024-10-03,10,2,101770
BKG02076,PKG0057,USR0087,2024-12-13,2025-02-11,60,1,13910
BKG02077,PKG0048,USR0240,2024-11-20,2024-11-25,5,3,37850
BKG02078,PKG0041,USR0364,2024-05-25,2024-09-22,120,2,16420
BKG02079,PKG0018,USR0134,2024-02-15,2024-05-15,90,1,14590
BKG02080,PKG0005,USR0066,2024-10-14,2025-02-11,120,4,76120
BKG02081,PKG0043,USR0383,2025-03-16,2025-06-14,90,2,52060
BKG02082,PKG0059,USR0145,2024-09-26,2024-10-11,15,2,56580
BKG02083,PKG0036,USR0314,2024-09-27,2024-11-11,45,5,37970
BKG02084,PKG0028,USR0265,2024-06-17,2024-07-07,20,4,51600
BKG02085,PKG0049,USR0162,2025-05-18,2025-05-20,2,5,223910
BKG02086,PKG0060,USR0392,2025-07-23,2025-09-06,45,2,10400
BKG02087,PKG0004,USR0337,2025-03-26,2025-04-15,20,4,42140
BKG02088,PKG0032,USR0028,2024-02-25,2024-04-10,45,2,51110
BKG02089,PKG0043,USR0118,2025-04-26,2025-05-16,20,2,69400
BKG02090,PKG0045,USR0134,2025-04-23,2025-08-21,120,2,54800
BKG02091,PKG0040,USR0224,2025-05-21,2025-08-19,90,3,56030
BKG02092,PKG0016,USR0021,2025-07-28,2025-08-27,30,4,135170
BKG02093,PKG0040,USR0249,2024-04-25,2024-07-24,90,2,32560
BKG02094,PKG0022,USR0369,2024-05-06,2024-05-26,20,1,9660
BKG02095,PKG0006,USR0179,2024-10-17,2024-12-01,45,2,25780
BKG02096,PKG0046,USR0093,2025-06-04,2025-07-19,45,2,59080
BKG02097,PKG0044,USR0140,2025-08-22,2025-08-27,5,8,544790
BKG02098,PKG0029,USR0109,2024-01-05,2024-02-04,30,2,46570
BKG02099,PKG0010,USR0270,2024-07-03,2024-07-23,20,2,28010
BKG02100,PKG0018,USR0214,2024-09-09,2024-11-08,60,4,56190
BKG02101,PKG0030,USR0394,2024-04-06,2024-04-08,2,1,145010
BKG02102,PKG0023,USR0169,2024-05-04,2024-07-03,60,4,252310
BKG02103,PKG0036,USR0202,2024-04-18,2024-08-16,120,2,10780
BKG02104,PKG0017,USR0166,2024-03-24,2024-04-08,15,5,143070
BKG02105,PKG0026,USR0236,2025-05-06,2025-08-04,90,4,112940
BKG02106,PKG0002,USR0233,2024-10-02,2024-10-04,2,2,23810
BKG02107,PKG0020,USR0305,2024-12-03,2024-12-05,2,3,123460
BKG02108,PKG0052,USR0023,2025-04-08,2025-05-08,30,2,23100
BKG02109,PKG0055,USR0167,2025-08-05,2025-08-10,5,6,103920
BKG02110,PKG0031,USR0067,2024-02-19,2024-03-20,30,1,32150
BKG02111,PKG0043,USR0330,2024-02-26,2024-03-27,30,6,163240
BKG02112,PKG0054,USR0381,2025-09-08,2025-09-28,20,2,41690
BKG02113,PKG0030,USR0196,2024-09-18,2024-10-03,15,4,405890
BKG02114,PKG0020,USR0092,2025-02-12,2025-02-14,2,2,63150
BKG02115,PKG0017,USR0046,2024-08-01,2024-09-30,60,4,75280
BKG02116,PKG0048,USR0084,2025-02-16,2025-04-17,60,5,41800
BKG02117,PKG0006,USR0146,2024-06-06,2024-08-05,60,6,55610
BKG02118,PKG0005,USR0062,2025-03-18,2025-04-02,15,2,54480
BKG02119,PKG0005,USR0377,2024-11-13,2024-11-23,10,6,165650
BKG02120,PKG0002,USR0351,2025-01-02,2025-02-01,30,4,34140
BKG02121,PKG0047,USR0341,2025-01-11,2025-01-21,10,2,78780
BKG02122,PKG0042,USR0263,2025-04-01,2025-05-16,45,4,227640
BKG02123,PKG0039,USR0199,2025-07-30,2025-10-28,90,3,46790
BKG02124,PKG0002,USR0308,2025-03-08,2025-03-28,20,8,60940
BKG02125,PKG0058,USR0189,2025-03-20,2025-06-18,90,3,72800
BKG02126,PKG0059,USR0323,2024-02-11,2024-03-27,45,10,191630
BKG02127,PKG0027,USR0263,2025-04-19,2025-05-09,20,5,48580
BKG02128,PKG0047,USR0347,2024-06-07,2024-06-09,2,2,64500
BKG02129,PKG0054,USR0254,2025-06-21,2025-09-19,90,2,39150
BKG02130,PKG0052,USR0043,2025-03-23,2025-04-07,15,3,38250
BKG02131,PKG0018,USR0041,2025-05-04,2025-06-18,45,4,45640
BKG02132,PKG0019,USR0154,2024-05-10,2024-05-30,20,5,177700
BKG02133,PKG0015,USR0351,2024-09-11,2024-10-01,20,3,21350
BKG02134,PKG0020,USR0268,2025-08-05,2025-10-04,60,3,76200
BKG02135,PKG0005,USR0025,2024-02-16,2024-04-01,45,1,24800
BKG02136,PKG0002,USR0263,2025-03-11,2025-04-25,45,2,21880
BKG02137,PKG0048,USR0212,2025-08-05,2025-10-04,60,6,44820
BKG02138,PKG0001,USR0130,2025-08-22,2025-09-21,30,8,320290
BKG02139,PKG0039,USR0042,2024-01-17,2024-01-27,10,2,42370
BKG02140,PKG0031,USR0059,2025-04-18,2025-04-28,10,3,137310
BKG02141,PKG0020,USR0092,2025-02-06,2025-05-07,90,4,104080
BKG02142,PKG0029,USR0024,2024-10-31,2025-01-29,90,4,85340
BKG02143,PKG0001,USR0161,2025-04-10,2025-07-09,90,5,203310
BKG02144,PKG0052,USR0388,2025-09-30,2025-10-10,10,2,22490
BKG02145,PKG0001,USR0136,2024-07-10,2024-10-08,90,3,120820
BKG02146,PKG0034,USR0109,2025-09-10,2025-09-25,15,2,82300
BKG02147,PKG0055,USR0133,2024-04-18,2024-05-18,30,8,135120
BKG02148,PKG0008,USR0223,2024-01-06,2024-01-08,2,8,445580
BKG02149,PKG0020,USR0203,2024-06-24,2024-07-14,20,2,45020
BKG02150,PKG0041,USR0336,2025-02-18,2025-02-23,5,2,25740
BKG02151,PKG0052,USR0337,2025-09-08,2025-12-07,90,2,19000
BKG02152,PKG0010,USR0372,2025-09-25,2025-10-15,20,2,28990
BKG02153,PKG0039,USR0316,2025-02-08,2025-06-08,120,2,28990
BKG02154,PKG0038,USR0155,2024-05-18,2024-05-23,5,6,697470
BKG02155,PKG0006,USR0008,2024-01-17,2024-02-16,30,2,19730
BKG02156,PKG0059,USR0357,2024-01-28,2024-03-13,45,3,66090
BKG02157,PKG0022,USR0108,2024-05-28,2024-06-17,20,3,22200
BKG02158,PKG0024,USR0333,2025-07-05,2025-07-20,15,4,81090
BKG02159,PKG0047,USR0098,2025-04-19,2025-05-09,20,3,100600
BKG02160,PKG0057,USR0076,2024-01-23,2024-02-22,30,4,56560
BKG02161,PKG0027,USR0060,2024-06-05,2024-06-20,15,2,20840
BKG02162,PKG0003,USR0379,2025-05-11,2025-07-10,60,4,431470
BKG02163,PKG0044,USR0242,2025-04-05,2025-04-25,20,4,269790
BKG02164,PKG0002,USR0300,2024-10-28,2024-11-12,15,6,59020
BKG02165,PKG0047,USR0292,2025-02-05,2025-06-05,120,10,200610
BKG02166,PKG0030,USR0027,2024-04-15,2024-04-20,5,6,858140
BKG02167,PKG0010,USR0323,2025-03-18,2025-03-28,10,10,161750
BKG02168,PKG0030,USR0213,2025-08-15,2025-09-14,30,2,187240
BKG02169,PKG0011,USR0306,2024-10-24,2024-11-08,15,3,161770
BKG02170,PKG0056,USR0019,2025-05-12,2025-09-09,120,4,107890
BKG02171,PKG0038,USR0263,2025-09-18,2026-03-17,180,10,551850
BKG02172,PKG0050,USR0348,2025-05-14,2025-06-03,20,2,11850
BKG02173,PKG0020,USR0119,2025-06-24,2025-09-22,90,1,21040
BKG02174,PKG0056,USR0010,2024-11-19,2025-02-17,90,1,33670
BKG02175,PKG0047,USR0284,2025-03-03,2025-04-02,30,10,248690
BKG02176,PKG0055,USR0243,2025-09-29,2025-11-13,45,2,35770
BKG02177,PKG0045,USR0331,2025-03-22,2025-09-18,180,5,138040
BKG02178,PKG0030,USR0011,2024-07-15,2025-01-11,180,3,281410
BKG02179,PKG0002,USR0241,2024-08-25,2024-09-04,10,8,64390
BKG02180,PKG0006,USR0260,2024-12-13,2025-03-13,90,4,38370
BKG02181,PKG0059,USR0309,2025-04-24,2025-05-24,30,4,106950
BKG02182,PKG0050,USR0068,2025-02-03,2025-04-04,60,2,13590
BKG02183,PKG0035,USR0214,2025-01-03,2025-02-17,45,10,36390
BKG02184,PKG0051,USR0242,2024-06-14,2024-09-12,90,4,53580
BKG02185,PKG0030,USR0319,2024-03-29,2024-04-08,10,3,352550
BKG02186,PKG0046,USR0342,2024-06-26,2024-07-06,10,5,161620
BKG02187,PKG0031,USR0103,2025-05-18,2025-08-16,90,6,152000
BKG02188,PKG0055,USR0052,2025-05-20,2025-07-19,60,2,27620
BKG02189,PKG0048,USR0156,2025-07-24,2025-07-29,5,4,42790
BKG02190,PKG0015,USR0025,2025-01-02,2025-01-22,20,3,22270
BKG02191,PKG0031,USR0134,2024-06-11,2024-09-09,90,2,51870
BKG02192,PKG0031,USR0090,2025-05-30,2025-06-09,10,2,79960
BKG02193,PKG0049,USR0017,2024-12-11,2025-03-11,90,2,54760
BKG02194,PKG0033,USR0221,2024-08-20,2024-10-19,60,6,124720
BKG02195,PKG0050,USR0062,2025-05-13,2025-06-27,45,1,6310
BKG02196,PKG0053,USR0133,2024-12-29,2025-01-03,5,4,188500
BKG02197,PKG0059,USR0394,2025-07-24,2025-08-13,20,1,23560
BKG02198,PKG0059,USR0137,2025-06-11,2025-08-10,60,2,44520
BKG02199,PKG0060,USR0310,2024-02-21,2024-03-02,10,2,12610
BKG02200,PKG0050,USR0225,2024-04-23,2024-05-13,20,3,21910
BKG02201,PKG0013,USR0055,2025-09-16,2025-10-01,15,3,71420
BKG02202,PKG0057,USR0053,2024-02-12,2024-05-12,90,3,44180
BKG02203,PKG0054,USR0260,2024-04-30,2024-05-05,5,1,33250
BKG02204,PKG0005,USR0106,2024-06-09,2024-06-19,10,2,47760
BKG02205,PKG0010,USR0373,2025-03-28,2025-04-27,30,1,18620
BKG02206,PKG0043,USR0391,2024-04-11,2024-04-16,5,4,165530
BKG02207,PKG0007,USR0079,2024-12-08,2024-12-18,10,2,23890
BKG02208,PKG0016,USR0071,2024-07-25,2024-08-24,30,1,30940
BKG02209,PKG0044,USR0225,2024-01-07,2024-02-06,30,5,269870
BKG02210,PKG0056,USR0126,2025-04-30,2025-05-30,30,5,200990
BKG02211,PKG0010,USR0175,2024-06-24,2024-06-29,5,2,44480
BKG02212,PKG0043,USR0044,2025-02-28,2025-03-10,10,1,32400
BKG02213,PKG0060,USR0185,2024-09-08,2024-09-28,20,6,30790
BKG02214,PKG0005,USR0078,2025-06-26,2025-06-28,2,2,57440
BKG02215,PKG0037,USR0216,2024-05-21,2024-06-05,15,5,195940
BKG02216,PKG0050,USR0220,2025-02-23,2025-03-05,10,2,13980
BKG02217,PKG0042,USR0235,2025-06-12,2025-07-27,45,2,82040
BKG02218,PKG0035,USR0350,2024-01-31,2024-02-10,10,2,10250
BKG02219,PKG0041,USR0227,2024-01-11,2024-02-25,45,8,61710
BKG02220,PKG0017,USR0368,2024-03-12,2024-04-11,30,4,100420
BKG02221,PKG0042,USR0044,2025-02-15,2025-03-07,20,6,287550
BKG02222,PKG0004,USR0396,2024-03-03,2024-03-18,15,1,9690
BKG02223,PKG0014,USR0202,2024-06-03,2024-06-08,5,2,17450
BKG02224,PKG0041,USR0295,2025-06-16,2025-07-31,45,10,78200
BKG02225,PKG0028,USR0152,2025-07-20,2025-07-25,5,3,47240
BKG02226,PKG0024,USR0156,2024-11-17,2024-11-22,5,1,31430
BKG02227,PKG0030,USR0177,2024-10-13,2024-11-12,30,2,208570
BKG02228,PKG0010,USR0271,2024-05-30,2024-06-19,20,1,16090
BKG02229,PKG0007,USR0359,2024-07-29,2024-08-03,5,1,10590
BKG02230,PKG0035,USR0279,2025-09-25,2025-10-25,30,3,12900
BKG02231,PKG0019,USR0334,2024-12-19,2025-01-08,20,2,70410
BKG02232,PKG0001,USR0333,2024-07-21,2024-08-20,30,2,85810
BKG02233,PKG0041,USR0155,2025-07-04,2025-07-19,15,4,41650
BKG02234,PKG0034,USR0172,2024-05-09,2024-05-19,10,4,227920
BKG02235,PKG0040,USR0267,2024-10-17,2025-01-15,90,3,63880
BKG02236,PKG0036,USR0110,2025-07-19,2025-09-02,45,4,23100
BKG02237,PKG0012,USR0160,2024-06-12,2024-06-22,10,1,55480
BKG02238,PKG0020,USR0012,2025-07-06,2025-10-04,90,3,63770
BKG02239,PKG0004,USR0304,2024-11-07,2024-12-22,45,1,10240
BKG02240,PKG0040,USR0372,2025-06-01,2025-09-29,120,2,34860
BKG02241,PKG0052,USR0057,2025-01-16,2025-03-17,60,5,43570
BKG02242,PKG0023,USR0133,2024-12-28,2025-02-11,45,5,315500
BKG02243,PKG0049,USR0064,2024-05-07,2024-05-17,10,2,86340
BKG02244,PKG0048,USR0230,2024-01-06,2024-03-06,60,2,15540
BKG02245,PKG0037,USR0233,2024-08-29,2024-10-13,45,1,34160
BKG02246,PKG0009,USR0382,2025-08-02,2025-08-22,20,3,35620
BKG02247,PKG0047,USR0366,2025-06-30,2025-08-29,60,2,51980
BKG02248,PKG0047,USR0305,2024-11-02,2025-01-31,90,6,153640
BKG02249,PKG0030,USR0146,2025-08-09,2025-08-24,15,4,418790
BKG02250,PKG0024,USR0345,2025-01-21,2025-01-31,10,6,132180
BKG02251,PKG0050,USR0267,2024-04-17,2024-07-16,90,4,19440
BKG02252,PKG0060,USR0168,2024-07-16,2024-07-31,15,2,12290
BKG02253,PKG0043,USR0399,2024-04-10,2024-04-25,15,5,164560
BKG02254,PKG0036,USR0076,2025-02-25,2025-04-26,60,4,28170
BKG02255,PKG0030,USR0042,2025-03-11,2025-03-26,15,4,428460
BKG02256,PKG0053,USR0067,2025-04-01,2025-05-31,60,6,183930
BKG02257,PKG0006,USR0040,2025-06-22,2025-07-12,20,6,57360
BKG02258,PKG0055,USR0207,2025-06-15,2025-07-05,20,5,71030
BKG02259,PKG0034,USR0399,2024-09-27,2024-11-26,60,1,45810
BKG02260,PKG0010,USR0300,2025-03-09,2025-05-08,60,2,29920
BKG02261,PKG0029,USR0226,2025-05-16,2025-07-15,60,10,169620
BKG02262,PKG0002,USR0375,2024-06-15,2024-06-25,10,2,18360
BKG02263,PKG0045,USR0074,2025-05-11,2025-11-07,180,4,108890
BKG02264,PKG0041,USR0365,2025-06-09,2025-07-09,30,2,15340
BKG02265,PKG0006,USR0271,2024-08-05,2024-08-10,5,4,49990
BKG02266,PKG0014,USR0234,2024-06-09,2024-09-07,90,1,5760
BKG02267,PKG0043,USR0287,2024-05-01,2024-05-16,15,1,39160
BKG02268,PKG0056,USR0309,2024-04-22,2024-04-24,2,5,249130
BKG02269,PKG0045,USR0062,2024-10-23,2025-02-20,120,2,50890
BKG02270,PKG0034,USR0021,2024-04-30,2024-06-29,60,5,198130
BKG02271,PKG0017,USR0191,2025-01-18,2025-03-04,45,2,44370
BKG02272,PKG0048,USR0156,2024-01-29,2024-03-14,45,1,7290
BKG02273,PKG0048,USR0074,2025-08-26,2025-10-10,45,3,24130
BKG02274,PKG0028,USR0216,2024-11-08,2024-11-13,5,2,38990
BKG02275,PKG0034,USR0146,2025-05-15,2025-06-29,45,2,81930
BKG02276,PKG0018,USR0002,2024-12-23,2024-12-25,2,6,105320
BKG02277,PKG0005,USR0035,2025-03-03,2025-03-18,15,2,49640
BKG02278,PKG0030,USR0247,2025-08-02,2025-09-16,45,4,397870
BKG02279,PKG0014,USR0232,2025-01-21,2025-02-20,30,6,30460
BKG02280,PKG0015,USR0244,2025-09-12,2025-09-22,10,3,21340
BKG02281,PKG0018,USR0068,2025-05-31,2025-07-15,45,8,97570
BKG02282,PKG0027,USR0326,2025-04-05,2025-06-04,60,3,25310
BKG02283,PKG0005,USR0342,2024-11-29,2024-12-01,2,2,62000
BKG02284,PKG0057,USR0046,2025-09-30,2025-11-14,45,8,127930
BKG02285,PKG0014,USR0210,2025-02-08,2025-02-18,10,2,13290
BKG02286,PKG0039,USR0174,2025-03-29,2025-05-13,45,2,39540
BKG02287,PKG0007,USR0377,2024-03-31,2024-05-30,60,8,57360
BKG02288,PKG0053,USR0085,2025-08-08,2025-08-23,15,5,176120
BKG02289,PKG0012,USR0323,2024-11-12,2024-11-22,10,1,58880
BKG02290,PKG0046,USR0288,2025-07-26,2025-08-15,20,5,145330
BKG02291,PKG0026,USR0044,2025-09-25,2025-09-30,5,6,240870
BKG02292,PKG0057,USR0278,2024-02-24,2024-04-24,60,4,57270
BKG02293,PKG0014,USR0292,2025-05-02,2025-07-01,60,2,10810
BKG02294,PKG0026,USR0258,2024-05-03,2024-06-17,45,1,34150
BKG02295,PKG0030,USR0338,2024-07-03,2024-10-01,90,6,479650
BKG02296,PKG0025,USR0010,2024-07-29,2024-08-08,10,2,27840
BKG02297,PKG0015,USR0126,2025-08-16,2025-09-05,20,6,41990
BKG02298,PKG0019,USR0228,2025-06-30,2025-07-10,10,4,144710
BKG02299,PKG0005,USR0311,2025-08-26,2025-11-24,90,2,48260
BKG02300,PKG0022,USR0024,2024-01-24,2024-02-03,10,3,27640
BKG02301,PKG0015,USR0175,2025-02-28,2025-03-15,15,8,53360
BKG02302,PKG0008,USR0013,2024-11-20,2025-05-19,180,4,155400
BKG02303,PKG0051,USR0196,2024-04-27,2024-08-25,120,10,102200
BKG02304,PKG0007,USR0051,2024-10-19,2025-02-16,120,3,20150
BKG02305,PKG0031,USR0074,2024-04-01,2024-04-16,15,2,80900
BKG02306,PKG0012,USR0079,2025-02-21,2025-03-13,20,8,345100
BKG02307,PKG0004,USR0348,2025-09-21,2025-09-26,5,2,24570
BKG02308,PKG0041,USR0167,2024-02-29,2024-03-15,15,2,20710
BKG02309,PKG0018,USR0153,2024-11-23,2024-12-23,30,4,59180
BKG02310,PKG0051,USR0073,2024-11-27,2024-12-02,5,2,49370
BKG02311,PKG0047,USR0133,2024-05-03,2024-05-13,10,8,257610
BKG02312,PKG0021,USR0027,2025-09-03,2025-10-18,45,2,36320
BKG02313,PKG0024,USR0301,2025-06-04,2025-10-02,120,3,42080
BKG02314,PKG0028,USR0386,2024-04-27,2024-07-26,90,4,47070
BKG02315,PKG0051,USR0138,2025-04-20,2025-04-30,10,1,20680
BKG02316,PKG0014,USR0284,2025-05-10,2025-06-24,45,1,5450
BKG02317,PKG0056,USR0015,2024-08-27,2024-11-25,90,10,371570
BKG02318,PKG0051,USR0010,2025-08-23,2025-10-07,45,1,18000
BKG02319,PKG0041,USR0346,2025-07-22,2025-10-20,90,1,8480
BKG02320,PKG0020,USR0334,2024-11-07,2025-01-06,60,5,136750
BKG02321,PKG0006,USR0291,2024-03-26,2024-03-31,5,4,57110
BKG02322,PKG0037,USR0326,2024-05-25,2024-06-09,15,2,77650
BKG02323,PKG0029,USR0192,2024-06-21,2024-07-11,20,4,79260
BKG02324,PKG0011,USR0126,2025-03-09,2025-04-23,45,10,430520
BKG02325,PKG0024,USR0285,2024-01-02,2024-01-17,15,8,197120
BKG02326,PKG0008,USR0238,2025-09-27,2025-11-26,60,5,196770
BKG02327,PKG0060,USR0149,2024-06-20,2024-10-18,120,3,12800
BKG02328,PKG0031,USR0001,2025-05-08,2025-05-28,20,3,112110
BKG02329,PKG0054,USR0140,2025-01-24,2025-02-08,15,3,64450
BKG02330,PKG0002,USR0180,2024-08-05,2024-08-07,2,4,43370
BKG02331,PKG0040,USR0300,2024-10-15,2025-02-12,120,2,30220
BKG02332,PKG0044,USR0024,2025-06-30,2025-07-15,15,4,262650
BKG02333,PKG0003,USR0289,2024-04-01,2024-05-16,45,3,431040
BKG02334,PKG0027,USR0203,2024-05-23,2024-06-12,20,10,74750
BKG02335,PKG0024,USR0372,2024-10-13,2024-11-12,30,5,99660
BKG02336,PKG0006,USR0222,2025-05-31,2025-07-30,60,3,28930
BKG02337,PKG0024,USR0163,2024-12-16,2024-12-31,15,6,135870
BKG02338,PKG0017,USR0326,2025-04-08,2025-08-06,120,6,111720
BKG02339,PKG0058,USR0140,2024-11-25,2025-03-25,120,1,23120
BKG02340,PKG0059,USR0175,2025-09-05,2025-11-04,60,10,196760
BKG02341,PKG0023,USR0169,2024-05-16,2024-06-05,20,4,261290
BKG02342,PKG0017,USR0331,2025-09-15,2025-12-14,90,2,42780
BKG02343,PKG0013,USR0244,2024-01-10,2024-03-10,60,10,200230
BKG02344,PKG0030,USR0345,2025-07-23,2025-08-07,15,8,702570
BKG02345,PKG0054,USR0357,2025-02-06,2025-04-07,60,2,44580
BKG02346,PKG0028,USR0276,2024-03-20,2024-04-09,20,2,31690
BKG02347,PKG0009,USR0276,2025-03-31,2025-04-10,10,2,33710
BKG02348,PKG0020,USR0345,2025-01-20,2025-02-09,20,2,49530
BKG02349,PKG0051,USR0308,2024-06-30,2024-07-30,30,3,44640
BKG02350,PKG0060,USR0394,2024-01-09,2024-01-19,10,3,19820
BKG02351,PKG0035,USR0064,2024-07-16,2024-07-31,15,6,30180
BKG02352,PKG0047,USR0228,2024-01-21,2024-02-05,15,4,132300
BKG02353,PKG0059,USR0389,2025-01-01,2025-01-03,2,2,71120
BKG02354,PKG0048,USR0099,2025-09-20,2025-09-30,10,8,67970
BKG02355,PKG0030,USR0321,2024-08-14,2024-09-28,45,2,195470
BKG02356,PKG0060,USR0120,2025-01-06,2025-02-20,45,2,11180
BKG02357,PKG0042,USR0019,2025-09-12,2025-10-02,20,3,135000
BKG02358,PKG0048,USR0108,2025-02-09,2025-05-10,90,6,53860
BKG02359,PKG0040,USR0057,2025-08-05,2025-09-04,30,1,19610
BKG02360,PKG0018,USR0257,2025-07-19,2025-11-16,120,2,26450
